0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
-0.07978143623287662,-0.16537648354131387,-0.3467747774160381,-0.17295662833513858,-0.09899099324507923,-0.09899099324507923,0.0,-0.30164289403628164,1.9620551785725437,-0.3108238577651046,-0.30439668634422196,-0.37224069273219307,0.0,0.0,-0.30936541180276617,1.0145105513849606,-0.3219670649840054,-0.09193966141019144,-0.11823219427376037,-0.2301392924391599,-0.23586393456754756,-0.010000500037503125,0.0,0.0,0.0,0.0,0.8650154612790157,-0.5227203529175178,0.0,0.0,-0.44113536036475026,0.0,0.0,-0.2923861230001234,-0.2769578549509573,-0.2581270354179247,-0.3023399309486794,-0.21794368875587392,-0.298036108414842,-0.014492347189422213,-0.006807204473113049,-0.3206427223290865,-0.21795671845010553,-0.12552468551663637,-0.42142173397188476,-0.006846615942733923
-0.07872784021637445,-0.11684433949706324,0.8840022424692253,-0.17295662833513858,0.0009953501883353654,0.0009953501883353654,0.0,-0.30164289403628164,-0.5096696621588038,-0.3108238577651046,-0.30439668634422196,-0.37224069273219307,0.0,0.0,-0.30936541180276617,-0.49686523395172527,-0.3219670649840054,-0.09193966141019144,-0.11823219427376037,-0.2301392924391599,-0.23586393456754756,-0.010000500037503125,0.0,0.0,0.0,0.0,-1.1560487005878433,1.9130688032684924,0.0,0.0,-0.44113536036475026,0.0,0.0,-0.3092590445913459,-0.3069289267365055,-0.26621899437142077,-0.3197448545554703,-0.21794368875587392,-0.3149699337717307,0.00839741865064406,-0.006807204473113049,-0.36686821030288214,-0.21795671845010553,-0.12552468551663637,-0.42142173397188476,-0.006846615942733923
-0.07978143623287662,-0.16537607279150182,-0.3467747774160381,-0.17295662833513858,-0.09930763886493262,-0.09930763886493262,0.0,-0.30164289403628164,-0.5096696621588038,-0.3108238577651046,-0.30439668634422196,-0.37224069273219307,0.0,0.0,-0.30936541180276617,-0.4817514760983584,-0.3219670649840054,-0.09193966141019144,-0.11823219427376037,-0.2301392924391599,-0.23586393456754756,-0.010000500037503125,0.0,0.0,0.0,0.0,0.8650154612790157,-0.5227203529175178,0.0,0.0,-0.44113536036475026,0.0,0.0,-0.29142195605205357,-0.2769578549509573,-0.253271860045827,-0.301574216551474,-0.21390697996016605,-0.2971894171469976,-0.017494584755982718,-0.006807204473113049,-0.31865576139185553,-0.21390699486870973,-0.12551042114097938,0.08621119366316626,-0.006846615942733923
-0.07977695939286773,-0.1635722649918291,0.8840022424692253,-0.17295662833513858,5.471398023672528,5.471398023672528,0.0,-0.30164289403628164,-0.5096696621588038,-0.3108238577651046,-0.30439668634422196,-0.37224069273219307,0.0,0.0,-0.30936541180276617,-0.49686523395172527,-0.3219670649840054,-0.09193966141019144,-0.11823219427376037,-0.2301392924391599,-0.23586393456754756,-0.010000500037503125,0.0,0.0,0.0,0.0,-1.1560487005878433,1.9130688032684924,0.0,0.0,-0.44113536036475026,0.0,0.0,-0.3092590445913459,-0.3069289267365055,-0.26621899437142077,-0.3197448545554703,-0.21794368875587392,-0.3149699337717307,0.9416377379441723,-0.006807204473113049,-0.36686821030288214,-0.21795671845010553,-0.12552468551663637,-0.42142173397188476,-0.006846615942733923
-0.07978143623287662,-0.16537759256580642,-0.35348810661541225,-0.2190483870922579,-0.056656499656276435,-0.056656499656276435,0.0,-0.30164289403628164,-0.5096696621588038,-0.3108238577651046,3.2851868790357543,2.6864338572447424,0.0,0.0,-0.30936541180276617,-0.49686523395172527,-0.3219670649840054,-0.07963486353322038,-0.11546329978647145,4.345194553269784,-0.23586393456754756,-0.010000500037503125,0.0,0.0,0.0,0.0,0.8650154612790157,-0.5227203529175178,0.0,0.0,-0.44113536036475026,0.0,0.0,-0.2921209770894042,-0.2769578549509573,-0.25679186219059785,-0.302139224835529,-0.21685547518645817,-0.2977821010344887,-0.0005927643646557148,-0.006807204473113049,-0.3201190070927883,-0.21686478399002584,-0.12552355758516406,0.043908449693578704,-0.006846615942733923
-0.07978143623287662,-0.16548586621626613,-0.9006244363644066,-0.17295662833513858,0.11480375745485234,0.11480375745485234,0.0,-0.30164289403628164,-0.5096696621588038,-0.3108238577651046,-0.30439668634422196,-0.37224069273219307,0.0,0.0,-0.30936541180276617,-0.4817514760983584,-0.3219670649840054,-0.09193966141019144,-0.11823219427376037,-0.2301392924391599,-0.23586393456754756,-0.010000500037503125,0.0,0.0,0.0,0.0,-1.1560487005878433,-0.5227203529175178,0.0,0.0,2.2668779015428635,0.0,0.0,-0.3412051094707272,-0.36687107030760185,-0.2733399182504973,-0.35295659608480656,-0.21006650926544992,-0.3474828784569571,-0.012463126573155025,-0.006807204473113049,-0.46058550291558714,-0.21005659518370862,-0.12547776251832343,0.1708166816023415,-0.006846615942733923
-0.07978143623287662,-0.16548738599057075,-0.9062188773638852,-0.17295662833513858,-0.09948432059864698,-0.09948432059864698,0.0,-0.30164289403628164,-0.5096696621588038,-0.3108238577651046,-0.30439668634422196,-0.37224069273219307,0.0,0.0,-0.30936541180276617,-0.49686523395172527,-0.3219670649840054,-0.09193966141019144,-0.11823219427376037,-0.2301392924391599,-0.23586393456754756,-0.010000500037503125,0.0,0.0,0.0,0.0,-1.1560487005878433,-0.5227203529175178,0.0,0.0,2.2668779015428635,0.0,0.0,-0.3430048877737909,-0.36687107030760185,-0.2824029122784129,-0.3545547017690522,-0.21794368875587392,-0.34883758448550817,-0.011036788908639936,-0.006807204473113049,-0.46523886474872406,-0.21795671845010553,-0.12552468551663637,-0.42142173397188476,-0.006846615942733923
-0.0795932005351374,-0.16537303324289257,-0.3467747774160381,-0.03540153579436099,-0.09948108427137278,-0.09948108427137278,0.0,-0.30164289403628164,-0.5096696621588038,-0.3108238577651046,3.2851868790357543,2.6864338572447424,0.0,0.0,-0.30936541180276617,-0.45152396039162473,-0.2891444308527213,-0.07975915442086656,-0.11543533115528672,-0.2301392924391599,-0.23586393456754756,-0.010000500037503125,0.0,0.0,0.0,0.0,0.8650154612790157,-0.5227203529175178,0.0,0.0,-0.44113536036475026,0.0,0.0,-0.291823692280416,-0.2769578549509573,-0.25529484978420103,-0.301976511007568,-0.21578854925089525,-0.2971894171469976,-0.0015354244908112903,-0.006807204473113049,-0.3196950732043466,-0.21579137649928237,-0.1255177646803061,-0.1253025261847716,-0.006846615942733923
-0.07978143623287662,-0.16537648354131387,-0.3467747774160381,-0.17295662833513858,-0.09949472294202495,-0.09949472294202495,0.0,3.3151783773819634,-0.5096696621588038,3.217256253076038,-0.30439668634422196,-0.37224069273219307,0.0,0.0,3.1947225264301125,-0.49686523395172527,2.9602963481444076,-0.09193966141019144,-0.11823219427376037,-0.2301392924391599,-0.23586393456754756,-0.010000500037503125,0.0,0.0,0.0,0.0,0.8650154612790157,-0.5227203529175178,0.0,0.0,-0.44113536036475026,0.0,0.0,-0.2923861230001234,-0.2769578549509573,-0.2581270354179247,-0.3023399309486794,-0.21794368875587392,-0.298036108414842,0.0002174895167082967,-0.006807204473113049,-0.3206427223290865,-0.21795671845010553,-0.12552468551663637,-0.42142173397188476,-0.006846615942733923
-0.07978143623287662,-0.16537648354131387,-0.3467747774160381,-0.17295662833513858,-0.09949472294202495,-0.09949472294202495,0.0,-0.30164289403628164,-0.5096696621588038,-0.3108238577651046,3.2851868790357543,2.6864338572447424,0.0,0.0,-0.30936541180276617,-0.49686523395172527,-0.3219670649840054,-0.0795105726455742,-0.11543533115528672,-0.2301392924391599,-0.23586393456754756,-0.010000500037503125,0.0,0.0,0.0,0.0,0.8650154612790157,-0.5227203529175178,0.0,0.0,-0.44113536036475026,0.0,0.0,-0.2923861230001234,-0.2769578549509573,-0.2581270354179247,-0.3023399309486794,-0.21794368875587392,-0.298036108414842,-0.0015327057544069812,-0.006807204473113049,-0.3206427223290865,-0.21795671845010553,-0.12552468551663637,-0.42142173397188476,-0.006846615942733923
